㓦划	㓦劃
抄扎	抄扎
抛出	拋出
抛向	拋向
抛在脑后	拋在腦後
抛头露面	拋頭露面
抛妻别子	拋妻別子
抛尸露骨	拋屍露骨
抢尽	搶盡
抢占	搶佔
抢回	搶回
抢修	搶修
抢了	搶了
抢救出来	搶救出來
抢杠	搶槓
把了	把了
把你干	把你幹
把卷	把卷
把定了心	把定了心
抬出	擡出
抬回	擡回
押回	押回
押出	押出
押当	押當
押柜	押櫃
押汇	押匯
押注	押注
抖出去	抖出去
抖出来	抖出來
抖了起来	抖了起來
抟柱乘梁	摶柱乘梁
抟沙嚼蜡	摶沙嚼蠟
抹布	抹布
抹干	抹乾
抒情曲	抒情曲
抒情歌曲	抒情歌曲
斗六	斗六
斗室	斗室
斗巧	鬥巧
斗倒	鬥倒
斗储	斗儲
斗内力	鬥內力
斗合	鬥合
斗哄	鬥鬨
斗嘴	鬥嘴
斗地主	鬥地主
斗城	斗城
斗士	鬥士
斗她一斗	鬥她一鬥
斗子	斗子
斗富	鬥富
斗帐	斗帳
斗幌子	鬥幌子
斗彩	鬥彩
斗很	鬥很
斗筲	斗筲
斗绝	斗絕
斗灯	斗燈
斗烟丝	斗菸絲
斗然	斗然
斗狠	鬥狠
斗的	斗的
斗私批修	鬥私批修
斗笠	斗笠
斗箕	斗箕
斗篷	斗篷
斗纹	斗紋
斗罗大陆	斗羅大陸
斗智	鬥智
斗成	鬥成
斗拱	斗拱
斗数	斗數
斗暴	鬥暴
斗极	斗極
斗柄	斗柄
斗栱	斗栱
斗概	斗概
斗武	鬥武
斗殴	鬥毆
斗气	鬥氣
斗沟子	斗溝子
斗法	鬥法
斗渠	斗渠
斗酒	斗酒
斗阵	鬥陣
斗雪红	鬥雪紅
斗顿	斗頓
斗饤	鬥飣
斗香	斗香
斗魁	斗魁
斗鱼	鬥魚
斗鹌鹑	鬥鵪鶉
斗艳	鬥豔
斗起	鬥起
斗趣	鬥趣
斗脚	鬥腳
斗舰	鬥艦
斗茶	鬥茶
斗草	鬥草
斗蓬装	斗蓬裝
斗薮	斗藪
斗蟋蟀	鬥蟋蟀
斗话	鬥話
斗他一斗	鬥他一鬥
新娘	新娘
新干	新幹
新制	新制
新历	新曆
新庄	新莊
新党	新黨
新剧同志会	新劇同志會
新单曲	新單曲
新喀里多尼亚	新喀里多尼亞
新城电台	新城電臺
新婚不如远别	新婚不如遠別
新嫁娘	新嫁娘
新局面	新局面
新注音	新注音
新慕道团	新慕道團
新扎	新紮
新斯科舍	新斯科舍
新曲	新曲
新板特区	新板特區
新潮流系	新潮流系
新集团	新集團
新面孔	新面孔
新余	新餘
新书看板	新書看板
新修本草	新修本草
新秋	新秋
新竹师范学院	新竹師範學院
新系	新系
新纪录	新紀錄
新胜利	新勝利
新芬党	新芬黨
新药	新藥
新莺出谷	新鶯出谷
新规范	新規範
文坛	文壇
文创志业	文創志業
文复会	文復會
文学系	文學系
文彩	文彩
文征明	文徵明
文心雕龙	文心雕龍
文曲	文曲
文情并茂	文情並茂
文才	文才
文擅雕龙	文擅雕龍
文斯范恩	文斯范恩
文星和合	文星和合
文书鉴定	文書鑑定
文了	文了
文采	文采
文选烂秀才半	文選爛秀才半
文鉴	文鑑
文锦复阱	文錦覆阱
文面	文面
文致	文致
文表	文表
文身断发	文身斷髮
文炳雕龙	文炳雕龍
文种	文種
文章星斗	文章星斗
方向	方向
方志	方誌
方公里	方公里
方几	方几
方圆十里	方圓十里
方岳	方岳
方彩绫	方彩綾
方面	方面
方里	方里
方针	方針
方才	方纔
方术	方術
方济谷派	方濟谷派
方胜	方勝
方药	方藥
方言志	方言志
斯里	斯里
斯雷布雷尼察	斯雷布雷尼察
斯须	斯須
斯洛伐克	斯洛伐克
斯托	斯托
斯摩棱斯克	斯摩棱斯克
斯杯	斯杯
斯克	斯克
斯坦贝克	斯坦貝克
斯干	斯干
斯当东	斯當東
斯科普里	斯科普里
斯诺克	斯諾克
斯迪里	斯迪里
断发	斷髮
断后	斷後
断头台	斷頭臺
断弦	斷絃
断念	斷念
断面	斷面
断钗重合	斷釵重合
断雨残云	斷雨殘雲
断不了	斷不了
断了	斷了
断仇谷	斷仇谷
断烟	斷煙
断种	斷種
断纸余墨	斷紙余墨
施于	施於
施佳升	施佳昇
施舍	施捨
施耐庵	施耐庵
施药	施藥
施诺布莉琪	施諾布莉琪
施恩布德	施恩佈德
施放烟火	施放煙火
施朱傅粉	施朱傅粉
施瓦布	施瓦布
施粥舍饭	施粥捨飯
斜对面	斜對面
斜座标系	斜座標系
斜曲	斜曲
斜杠	斜槓
斜管面	斜管麪
斜纹布	斜紋布
料敌制胜	料敵制勝
料斗	料斗
斩尽杀绝	斬盡殺絕
挂号	掛號
挂冠	掛冠
挂在	掛在
挂出	掛出
挂名	掛名
挂僵	掛僵
挂入	掛入
挂到	掛到
挂勾	掛勾
挂历	掛曆
挂味儿	掛味兒
挂坠盒	掛墜盒
挂好	掛好
挂孝	掛孝
挂幌子	掛幌子
挂彩	掛彩
挂得	掛得
挂起	掛起
挂落儿	掛落兒
挂虑	掛慮
挂角读书	掛角讀書
挂记	掛記
挂了	掛了
挂住	掛住
挂怀	掛懷
挂意	掛意
挂成	掛成
挂招牌	掛招牌
挂掉	掛掉
挂搭	掛搭
挂有	掛有
挂架	掛架
挂满	掛滿
挂漏	掛漏
挂羊头	掛羊頭
挂牌	掛牌
挂红	掛紅
挂球蛋	掛球蛋
挂的	掛的
挂碍	掛礙
挂篮	掛籃
挂络儿	掛絡兒
挂锁	掛鎖
挂镜儿	掛鏡兒
挂零	掛零
挂面	掛麪
挂齿	掛齒
挂龙雨	掛龍雨
挨户	挨戶
挨拿	挨拿
挨捕	挨捕
挨排	挨排
挨揍	捱揍
挨整	捱整
挨斗	挨鬥
挨板子	挨板子
挨棍子	挨棍子
挨次	挨次
挨满	捱滿
挨肩	挨肩
挨边	挨邊
挨苦	捱苦
挨身	挨身
挨呲	挨呲
挨家	挨家
挨得	捱得
挨光	挨光
挨头子	挨頭子
挨山塞海	挨山塞海
挨延	挨延
挨靠	挨靠
挨风缉缝	挨風緝縫
挨骂	捱罵
挨着	挨着
挨磨	捱磨
挽脸师	挽臉師
挽袖	挽袖
挽起	挽起
挽辞	挽辭
挽救	挽救
挽手	挽手
挽歌	輓歌
挽曲	輓曲
挽毂	挽轂
挽回	挽回
挽具	挽具
挽力	挽力
挽夫	輓夫
挽幛	挽幛
挽面	挽面
挽额	輓額
挽髻	挽髻
挽麦子	挽麥子
挽留	挽留
挽眉毛	挽眉毛
指回	指回
指向	指向
指出	指出
指北针	指北針
指南针	指南針
指定曲	指定曲
指征	指徵
指手划脚	指手劃腳
指挥台	指揮台
指日高升	指日高升
指极星	指極星
指标体系	指標體系
指水盟松	指水盟松
指破迷团	指破迷團
指示板	指示板
指不胜屈	指不勝屈
指认出	指認出
指证历历	指證歷歷
指针式	指針式
按出	按出
按回	按回
按理出牌	按理出牌
按表操课	按表操課
按计划	按計劃
按质定价	按質定價
按下不表	按下不表
按了	按了
按扣	按扣
按时间先后	按時間先後
挑出	挑出
挑大梁	挑大樑
挑尽	挑盡
挑得篮里便是菜	挑得籃裏便是菜
挑拣出	挑揀出
挑斗	挑鬥
挑正梁	挑正樑
挑了只	挑了隻
挑选出来	挑選出來
挥发	揮發
挥出	揮出
挥别	揮別
挥戈回日	揮戈回日
挥杆	揮杆
挡回	擋回
挡出	擋出
挡御	擋禦
挡不了	擋不了
挡了	擋了
挡修	擋修
挡板	擋板
挡泥板	擋泥板
挤出	擠出
挤兑出来	擠兌出來
挤占	擠佔
挤压出	擠壓出
挤向	擠向
挤成一团	擠成一團
挤昏了头	擠昏了頭
振荡	振盪
振衣千仞冈	振衣千仞岡
挺出	挺出
挺升	挺升
挺尸	挺屍
挺起腰板儿	挺起腰板兒
挺身而出	挺身而出
挖出	挖出
挖心搜胆	挖心搜膽
挖掘出来	挖掘出來
持不同政见者	持不同政見者
挠折	撓折
挠曲	撓曲
挣扎表	掙扎表
挹彼注兹	挹彼注茲
挹彼注此	挹彼注此
拉布	拉布
拉出	拉出
拉回	拉回
拉制	拉制
拉尔维克	拉爾維克
拉德万斯卡	拉德萬斯卡
拉杆	拉桿
拉法叶	拉法葉
拉托维亚	拉托維亞
拉文克劳	拉文克勞
拉涅里	拉涅里
拉里	拉里
拉链	拉鍊
拉面	拉麪
拉狄克	拉狄克
拉皮手术	拉皮手術
拉祖里	拉祖里
拉纤	拉縴
拉缆子摆渡	拉纜子擺渡
拉了	拉了
拉蒙	拉蒙
拉贾帕克萨	拉賈帕克薩
拉达克	拉達克
拐出	拐出
拐回	拐回
拐入	拐入
拐到	拐到
拐卖	拐賣
拐去	拐去
拐子	柺子
拐带	拐帶
拐弯	拐彎
拐得	拐得
拐臂	拐臂
拐角	拐角
拐诱	拐誘
拐走	拐走
拐跑	拐跑
拐住	拐住
拐枣	拐棗
拐点	拐點
拐着	拐着
拿回	拿回
拿坡里	拿坡里
拿破仑	拿破崙
拿着鸡毛当令箭	拿着雞毛當令箭
拿笔杆	拿筆桿
拿板弄势	拿板弄勢
拿枪杆	拿槍桿
拿波里	拿波里
拿药	拿藥
拿获	拿獲
拿贼要赃拿奸要双	拿賊要贓拿姦要雙
拔出	拔出
拔发	拔髮
拔地参天	拔地參天
拔了	拔了
拔虎须	拔虎鬚
拔群出类	拔羣出類
拔群出萃	拔羣出萃
拼合	拼合
拼布	拼布
拼列出	拼列出
拼字游戏	拼字遊戲
拼板	拼板
拼斗	拼鬥
拼了命	拼了命
拼花地板	拼花地板
拼贴艺术	拼貼藝術
拖出	拖出
拖回	拖回
拖地板	拖地板
拖布	拖布
拖延战术	拖延戰術
拖板	拖板
拖斗	拖斗
拖链	拖鏈
拖鞋柜	拖鞋櫃
拖麻拽布	拖麻拽布
拨出	撥出
拨回	撥回
拨乱之才	撥亂之才
拨蜡法	撥蠟法
拨谷	撥穀
拆出	拆出
拆回	拆回
拆借	拆借
拆台	拆臺
拆封后	拆封後
拜占庭	拜占庭
拜冬	拜冬
拜别	拜別
拜台	拜臺
拜复	拜覆
拜岳	拜岳
拜托	拜託
拜斗	拜斗
招回	招回
招出	招出
招复	招復
招待不周	招待不周
招了	招了
招供出来	招供出來
担当	擔當
担担面	擔擔麪
担水向河头卖	擔水向河頭賣
拍出	拍出
拍卖价	拍賣價
拍摄出	拍攝出
拍板	拍板
拟出	擬出
拟制	擬製
拟卤素	擬鹵素
拟定出	擬定出
拟于不伦	擬於不倫
拂面	拂面
拂钟无声	拂鐘無聲
拂须	拂鬚
拘板	拘板
拘泥于	拘泥於
拱极星	拱極星
拈针指	拈針指
拈须	拈鬚
拒人于	拒人於
拒于	拒於
拳击台	拳擊臺
拳坛	拳壇
拳曲	拳曲
拳术	拳術
拗别搅炒	拗彆攪炒
拦前断后	攔前斷後
拦当	攔當
拽布披麻	拽布披麻
拽布拖麻	拽布拖麻
沈思	沈思
沈湎	沈湎
沈滞	沈滯
沈惠珍	沈惠珍
沈括	沈括
沈振来	沈振來
沈柏苍	沈柏蒼
沈殿霞	沈殿霞
沈水	瀋水
沈溺	沈溺
沈北新	沈北新
沈兼士	沈兼士
沈冤	沈冤
沈勇	沈勇
沈厚	沈厚
沈周	沈周
沈哲鲲	沈哲鯤
沈国放	沈國放
沈塔尼	沈塔尼
沈如峰	沈如峯
沈家诚	沈家誠
沈尹默	沈尹默
沈山线	瀋山線
沈崇诲	沈崇誨
沈州	瀋州
沈建宏	沈建宏
沈得住气	沈得住氣
沈阳	瀋陽
沈默	沈默
沈郁	沈鬱
沈醉	沈醉
沈重	沈重
沈闷	沈悶
沈香	沈香
沈鱼落雁	沈魚落雁
沈积	沈積
沈睡	沈睡
沈玉琳	沈玉琳
沈璀庭	沈璀庭
沈甸甸	沈甸甸
沈砂池	沈砂池
沈约	沈約
沈继昌	沈繼昌
沈从文	沈從文
沈腰	沈腰
沈迷	沈迷
沈船	沈船
沈落	沈落
沈诗钧	沈詩鈞
没回	沒回
没地里	沒地里
没当	沒當
没借	沒借
没做摆布	沒做擺佈
没关系	沒關係
没升	沒升
没张没致	沒張沒致
没乱里	沒亂裏
没件好当眼的	沒件好當眼的
没体面	沒體面
没意志	沒意志
没折至	沒摺至
没担当	沒擔當
没摆布处	沒擺佈處
没极奈何	沒極奈何
没样范	沒樣範
没造化的种子	沒造化的種子
没雕当	沒雕當
没种	沒種
没签	沒簽
没算当	沒算當
没药	沒藥
没讨个空处	沒討個空處
没说出	沒說出
沙克	沙克
沙弥	沙彌
沙坑杆	沙坑桿
沙岩	沙岩
沙雕	沙雕
沙依巴克	沙依巴克
沙仑	沙崙
沙河涌	沙河涌
沙洛培克	沙洛培克
沙漠生态系	沙漠生態系
油光满面	油光滿面
油厂	油廠
油回磨转	油回磨轉
油头粉面	油頭粉面
油尽灯枯	油盡燈枯
油布	油布
油斗	油鬥
油漆未干	油漆未乾
油烟	油煙
油电混合车	油電混合車
油花卜	油花卜
油茶面儿	油茶麪兒
油表	油表
油里滑	油裏滑
油面	油麪
油页岩	油頁岩
油价	油價
油伙儿	油夥兒
河曲	河曲
河梁	河梁
河流汇集	河流匯集
河里	河裏
河面	河面
河升镇	河昇鎮
河岳	河嶽
河干	河干
河落海干	河落海乾
河谷	河谷
沉淀	沉澱
沉浸于	沉浸於
沉渐刚克	沉漸剛克
沉湎于	沉湎於
沉溺于	沉溺於
沉潜刚克	沉潛剛克
沉郁	沉鬱
沉醉于	沉醉於
沉陷于	沉陷於
沾恩	霑恩
沾染控制	沾染控制
沾洽	霑洽
治愈	治癒
治术	治術
沽名吊誉	沽名吊譽
沽名干誉	沽名干譽
沿门托钵	沿門托鉢
沿门挨户	沿門挨戶
游戏	遊戲
游标	遊標
游憩	遊憩
游来	游來
游湖	遊湖
游惰	遊惰
游欧洲	遊歐洲
游河	遊河
游游磨磨儿	遊遊磨磨兒
游澳洲	遊澳洲
游兴	遊興
游僧攒住持	游僧攢住持
游冶	遊冶
游动	遊動
游勇	遊勇
游北美	遊北美
游台湾	遊臺灣
游吟诗人	遊吟詩人
游嘴光棍	遊嘴光棍
游士	遊士
游头浪子	遊頭浪子
游幕	遊幕
游庠	遊庠
游廊	遊廊
游徼	遊徼
游说	遊說
游荡	遊蕩
游谈	遊談
游辞	遊辭
游耕	遊耕
游船	遊船
游营撞尸	遊營撞屍
游言	遊言
游记	遊記
游踪	遊蹤
游轮	遊輪
游侠	遊俠
游伴	遊伴
游牧	遊牧
游移	遊移
游猎	遊獵
游玩	遊玩
游畋	遊畋
游皓玮	游皓瑋
游程	遊程
游网	遊網
游美洲	遊美洲
游骑	遊騎
游龙	游龍
游食	遊食
游逛	遊逛
游遍	遊遍
游隼	遊隼
游非洲	遊非洲
游香港	遊香港
游魂	遊魂
游鱼	游魚
清党	清黨
清出	清出
清实录	清實錄
清异录	清異錄
清心寡欲	清心寡慾
清晨杯	清晨盃
清杆运动	清桿運動
清汤挂面	清湯掛麪
清浊同流	清濁同流
清丰	清豐
清了	清了
清修	清修
清胄	清胄
清芬志	清芬志
清贫寡欲	清貧寡欲
清酒红人面财帛动人心	清酒紅人面財帛動人心
清闲自在	清閒自在
清静寡欲	清靜寡欲
清算斗争	清算鬥爭
温克	溫克
温卷	溫卷
温州师范学院	溫州師範學院
温得和克	溫得和克
渔梁	漁梁
渔民团体	漁民團體
渔获量	漁獲量
渡假胜地	渡假勝地
渡头云	渡頭雲
港制	港製
港台	港臺
渊淳岳峙	淵淳嶽峙
渊源录	淵源錄
无党	無黨
无后	無後
无偏无党	無偏無黨
无厘头	無厘頭
无回豁	無回豁
无干	無干
无异于	無異於
无形输出	無形輸出
无征不信	無徵不信
无念	無念
无梁	無樑
无极	無極
无欲	無慾
无恶不作	無惡不作
无愧于	無愧於
无挂无碍	無掛無礙
无敌不克	無敵不克
无核	無核
无止尽	無止盡
无济于事	無濟於事
无伴奏合唱	無伴奏合唱
无余	無餘
无烟	無煙
无牵无挂	無牽無掛
无精打采	無精打采
无线电台	無線電臺
无缘见面	無緣見面
无药	無藥
无视于	無視於
无计向	無計向
无足挂齿	無足掛齒
无适无莫	無適無莫
无限制	無限制
无须	無須
日出	日出
日历	日曆
日干	日干
日制	日製
日后	日後
日均价	日均價
日子里	日子裏
日御	日御
日志	日誌
日据	日據
日文系	日文系
日晒	日曬
日正当中	日正當中
日比谷公园	日比谷公園
日游	日遊
日趋恶劣	日趨惡劣
日进斗金	日進斗金
日理万机	日理萬機
日番谷	日番谷
日知录	日知錄
日程表	日程表
日系	日系
日里	日裏
日锻月炼	日鍛月煉
日食万钱	日食萬錢
旅舍	旅舍
时后	時後
时宪历	時憲曆
时尚周	時尚週
时干下	時幹下
时念	時念
时价	時價
时症	時症
时程表	時程表
时紧时松	時緊時鬆
时报周刊	時報週刊
时报杂志	時報雜誌
时装周	時裝週
时装表演	時裝表演
旧制	舊制
旧公烟	舊公煙
旧地重游	舊地重遊
旧庄	舊莊
旧念复萌	舊念復萌
旧态复萌	舊態復萌
旧游	舊遊
旧疾复发	舊疾復發
旧皇历	舊皇曆
旧药	舊藥
旧表	舊錶
旧钟表	舊鐘錶
早借	早借
早出	早出
早动手早收获	早動手早收穫
早占勿药	早占勿藥
早去早回	早去早回
早参	早參
早名必折	早名必折
早秋	早秋
早了	早了
早于	早於
早日康复	早日康復
早有计划	早有計劃
早自修	早自修
早起的鸟儿有虫吃	早起的鳥兒有蟲吃
旋胡	旋胡
旋辟	旋辟
旋回	旋迴
旋干转坤	旋乾轉坤
旋松	旋鬆
旋毛虫	旋毛蟲
旁系亲	旁系親
旁系血亲	旁系血親
旁征	旁徵
旁出	旁出
旷世之才	曠世之才
旷世奇才	曠世奇才
旷世逸才	曠世逸才
旷若发蒙	曠若發矇
旷荡	曠蕩
旷课记录	曠課記錄
旌别	旌別
旌善惩恶	旌善懲惡
旗杆上绑鸡毛	旗杆上綁雞毛
旱烟筒	旱菸筒
旱烟袋	旱菸袋
注射	注射
注入	注入
注儿	注兒
注到	注到
注名	註名
注塑	注塑
注失	註失
注子	注子
注定	註定
注心	注心
注意	注意
注慕	注慕
注批	註批
注文	註文
注明	註明
注本	注本
注标	註標
注水	注水
注油	注油
注消	注消
注满	注滿
注音	注音
注销	註銷
注脚	註腳
注色	注色
注记	註記
注译	註譯
注资	注資
注目	注目
注生娘娘	註生娘娘
注疏	註疏
注云	注云
泛光	泛光
泛动	泛動
泛听	泛聽
泛味	泛味
泛地	泛地
泛型	泛型
泛微	泛微
泛水	泛水
泛指	泛指
泛欧	泛歐
泛池	泛池
泛油	泛油
泛海	泛海
泛游	泛遊
泛湖	泛湖
泛滥	氾濫
泛点	泛點
泛爱	泛愛
泛现	泛現
泛珠	泛珠
泛白	泛白
泛的	泛的
泛着	泛着
泛称	泛稱
泛素	泛素
泛红	泛紅
泛绿	泛綠
泛美	泛美
泛舟	泛舟
泛蓝	泛藍
泛览	泛覽
泛论	泛論
泛读	泛讀
泛谈	泛談
泛起	泛起
泛酸	泛酸
泛音	泛音
泛黄	泛黃
泛了	泛了
泛亚	泛亞
泛亮	泛亮
法制	法制
法出多门	法出多門
法占	法佔
法台	法臺
法向量	法向量
法坛	法壇
法定准备率	法定準備率
法念	法念
法术	法術
法拉托	法拉托
法文系	法文系
法曲	法曲
法柜奇兵	法櫃奇兵
法云	法雲
法书要录	法書要錄
法西斯党	法西斯黨
法语系	法語系
法身舍利	法身舍利
法系	法系
法雨均沾	法雨均霑
法鲁克	法魯克
波勒瓦裘克	波勒瓦裘克
波发藻	波髮藻
波哥里卡	波哥里卡
波塞冬	波塞冬
波士顿艺术博物馆	波士頓藝術博物館
波多马克河	波多馬克河
波娘	波娘
波形板	波形板
波托马克河	波托馬克河
波折	波折
波拉克	波拉克
波斯里亚	波斯里亞
波棱菜	波棱菜
波洛克	波洛克
波浪周期	波浪週期
波里	波里
波雷罗舞曲	波雷羅舞曲
波面	波面
波荡	波盪
波诡云谲	波詭雲譎
泰克	泰克
泰勒制度	泰勒制度
泰国新娘	泰國新娘
泰爱泰党	泰愛泰黨
泰系各族	泰系各族
泰斗	泰斗
泥土面	泥土面
泥塑木雕	泥塑木雕
泥封函谷	泥封函谷
泥岩	泥岩
泥板	泥板
泥质岩	泥質岩
泥质页岩	泥質頁岩
泼出去	潑出去
泼出来	潑出來
泼出胆子	潑出膽子
泼脏水	潑髒水
泼花团	潑花團
泼贱烟花	潑賤煙花
泼才	潑才
泼毛团	潑毛團
泪干	淚乾
泪出痛肠	淚出痛腸
泪容满面	淚容滿面
泡出	泡出
泡制	泡製
泡杯	泡杯
泡沫发胶	泡沫髮膠
泽当	澤當
泽卤	澤鹵
泽梁	澤梁
泽渗漓而下降	澤滲灕而下降
泄出去	泄出去
泄出来	泄出來
泻出去	瀉出去
泻出来	瀉出來
核对	覈對
核僵持	核僵持
核儿	核兒
核冬天	核冬天
核合成	核合成
核和	核和
核四	核四
核型	核型
核复	覈覆
核岛	核島
核工	核工
核弹	核彈
核当量	核當量
核心	核心
核爆	核爆
核糖	核糖
核火箭发动机	核火箭發動機
核燃料后处理	核燃料後處理
核状	核狀
核球	核球
核的	核的
核磁	核磁
核示	覈示
核种	核種
核突	核突
核算	覈算
核粒	核粒
核素	核素
核线	核線
核编	覈編
核能	核能
核融合	核融合
核计	覈計
核膜	核膜
核苷	核苷
核菌	核菌
核解	核解
核试	核試
核谈	核談
核质	核質
核资	覈資
核载	核載
核战	核戰
核查	覈查
核批	覈批
核拨	覈撥
核收	覈收
核数	核數
核是	核是
核有	核有
核果	核果
核桃	核桃
核武	核武
核下	核下
核体	核體
核保	覈保
核销	覈銷
核防御	核防禦
核验	覈驗
标志	標誌
标占	標占
标同伐异	標同伐異
